Timestamp,TransactionID,AccountID,Amount,Merchant,TransactionType,Location,Hour,Day,DayOfWeek,Month,Weekend,BusinessHours,Avg_Amount,Std_Amount,Min_Amount,Max_Amount,Tx_Count,Amount_Ratio,Prev_Tx_Time,Time_Since_Last_Tx,Rapid_Succession,Common_Location,Location_Change,IsoForest_Score,IsoForest_Prediction,LOF_Score,LOF_Prediction,Ensemble_Prediction
2023-01-13 11:19:00,TXN1376,ACC5,99516.48,MerchantG,Transfer,Los Angeles,11.0,13.0,4.0,1.0,0,1,50194.70615584415,30071.156125134446,25.05,873004.79,14630,1.9826090761647648,2023-01-13 09:49:00,1.5,0,San Francisco,1,-0.00232171739256537,-1,-0.14243793639267932,-1,-1
2023-01-23 23:45:00,TXN991,ACC8,62982.02,MerchantD,Purchase,London,23.0,23.0,0.0,1.0,0,0,50481.295046521314,29290.474358926323,14.49,616155.7,14402,1.2476308292399902,2023-01-23 22:32:00,1.2166666666666666,0,San Francisco,1,0.035085601032395775,1,-0.13906877267180517,-1,-1
2023-05-28 08:34:00,TXN1920,ACC5,124103.08,MerchantB,Purchase,New York,8.0,28.0,6.0,5.0,1,0,50194.70615584415,30071.156125134446,25.05,873004.79,14630,2.4724336390113666,2023-05-28 08:11:00,0.38333333333333336,1,San Francisco,1,-0.01745520634776987,-1,-0.13334340895317598,-1,-1
2023-03-06 05:33:00,TXN619,ACC12,2081.09,MerchantB,Transfer,London,5.0,6.0,0.0,3.0,0,0,50272.45223840233,29320.279830588675,10.69,712076.97,14421,0.04139623008901659,2023-03-06 03:37:00,1.9333333333333333,0,New York,1,0.03377436350285934,1,-0.1330793288639036,-1,-1
2023-05-01 11:55:00,TXN967,ACC2,31347.02,MerchantG,Withdrawal,San Francisco,11.0,1.0,0.0,5.0,0,1,50047.96155225727,28815.029112066997,13.09,191561.95,14553,0.6263395956150822,2023-05-01 10:51:00,1.0666666666666667,0,San Francisco,0,-0.012493035331668345,-1,-0.12982243304369345,-1,-1
2023-01-01 20:31:00,TXN1674,ACC15,10543.49,MerchantD,Withdrawal,New York,20.0,1.0,6.0,1.0,1,0,50371.89460580913,28860.449456233724,27.51,99992.28,14701,0.20931295283826934,2023-01-01 19:29:00,1.0333333333333334,0,New York,0,-0.03652098274548721,-1,-0.12803641000938648,-1,-1
2023-01-08 09:56:00,TXN885,ACC12,39004.46,MerchantB,Withdrawal,New York,9.0,8.0,6.0,1.0,1,0,50272.45223840233,29320.279830588675,10.69,712076.97,14421,0.7758614959746306,2023-01-08 08:01:00,1.9166666666666667,0,New York,0,-0.03141137098250779,-1,-0.1270007034997216,-1,-1
2023-05-30 18:22:00,TXN615,ACC5,93982.25,MerchantE,Transfer,San Francisco,18.0,30.0,1.0,5.0,0,0,50194.70615584415,30071.156125134446,25.05,873004.79,14630,1.872353823692176,2023-05-30 16:58:00,1.4,0,San Francisco,0,-0.030387172664045004,-1,-0.12282352329001278,-1,-1
2023-03-01 23:34:00,TXN1900,ACC14,95829.52,MerchantI,Withdrawal,London,23.0,1.0,2.0,3.0,0,0,50013.096792087425,29912.49144728763,14.25,978942.26,14458,1.9160885077438596,2023-03-01 21:56:00,1.6333333333333333,0,London,0,-0.029020417572116708,-1,-0.12253202215858416,-1,-1
2023-05-02 01:51:00,TXN793,ACC5,91316.9,MerchantE,Transfer,London,1.0,2.0,1.0,5.0,0,0,50194.70615584415,30071.156125134446,25.05,873004.79,14630,1.8192536024910668,2023-05-02 00:38:00,1.2166666666666666,0,San Francisco,1,-0.0022663565493937776,-1,-0.11530422126520068,-1,-1
2023-01-04 01:18:00,TXN1462,ACC5,78873.07,MerchantH,Withdrawal,San Francisco,1.0,4.0,2.0,1.0,0,0,50194.70615584415,30071.156125134446,25.05,873004.79,14630,1.5713423992385869,2023-01-03 23:35:00,1.7166666666666666,0,San Francisco,0,-0.01841411765905221,-1,-0.1138334877068723,-1,-1
2023-03-31 17:45:00,TXN133,ACC3,92277.75,MerchantJ,Purchase,Los Angeles,17.0,31.0,4.0,3.0,0,1,49910.79913545677,28911.692974480055,21.25,272990.11,14285,1.8488533864096284,2023-03-31 17:10:00,0.5833333333333334,1,London,1,0.029626845134466784,1,-0.11315013279114305,-1,-1
2023-04-01 12:58:00,TXN1822,ACC14,98624.38,MerchantI,Purchase,London,12.0,1.0,5.0,4.0,1,0,50013.096792087425,29912.49144728763,14.25,978942.26,14458,1.9719710700978503,2023-04-01 11:58:00,1.0,0,London,0,-0.036862896295057235,-1,-0.11190886437278813,-1,-1
2023-01-08 00:05:00,TXN632,ACC8,24208.68,MerchantC,Withdrawal,London,0.0,8.0,6.0,1.0,1,0,50481.295046521314,29290.474358926323,14.49,616155.7,14402,0.47955742771040955,2023-01-07 22:52:00,1.2166666666666666,0,San Francisco,1,0.027897074029604174,1,-0.11104237544905593,-1,-1
2023-05-22 23:43:00,TXN782,ACC1,4228.53,MerchantD,Transfer,New York,23.0,22.0,0.0,5.0,0,0,50428.5296484511,28969.640092054804,10.51,187344.37,14365,0.08385193915979818,2023-05-22 22:34:00,1.15,0,San Francisco,1,0.03975830800089597,1,-0.11016499018524373,-1,-1
2023-02-27 20:43:00,TXN1942,ACC14,39625.51,MerchantG,Purchase,London,20.0,27.0,0.0,2.0,0,0,50013.096792087425,29912.49144728763,14.25,978942.26,14458,0.79230266753386,2023-02-27 19:22:00,1.35,0,London,0,-0.008637610710665378,-1,-0.10852679748621319,-1,-1
2023-05-26 15:58:00,TXN223,ACC6,95627.18,MerchantD,Transfer,New York,15.0,26.0,4.0,5.0,0,1,50038.08343297101,28804.031520284483,26.13,99998.69,14352,1.9110879841770576,2023-05-26 14:52:00,1.1,0,Los Angeles,1,0.004571934138395184,1,-0.10793252353817362,-1,-1
2023-03-03 17:56:00,TXN926,ACC6,46927.39,MerchantC,Purchase,Los Angeles,17.0,3.0,4.0,3.0,0,1,50038.08343297101,28804.031520284483,26.13,99998.69,14352,0.937833481629288,2023-03-03 17:14:00,0.7,1,Los Angeles,0,0.024543949371404916,1,-0.1075688446880183,-1,-1
2023-05-29 04:51:00,TXN455,ACC15,34763.75,MerchantF,Purchase,New York,4.0,29.0,0.0,5.0,0,0,50371.89460580913,28860.449456233724,27.51,99992.28,14701,0.6901417997486018,2023-05-29 04:50:00,0.016666666666666666,1,New York,0,0.008377023812517814,1,-0.10666877412003029,-1,-1
2023-01-20 07:54:00,TXN956,ACC14,7096.94,MerchantF,Withdrawal,London,7.0,20.0,4.0,1.0,0,0,50013.096792087425,29912.49144728763,14.25,978942.26,14458,0.14190163087687077,2023-01-20 06:51:00,1.05,0,London,0,-0.011185130469461568,-1,-0.10510650979279279,-1,-1
2023-01-02 22:28:00,TXN1644,ACC1,10313.14,MerchantB,Transfer,London,22.0,2.0,0.0,1.0,0,0,50428.5296484511,28969.640092054804,10.51,187344.37,14365,0.20451002779369684,2023-01-02 20:37:00,1.85,0,San Francisco,1,0.03356566378765935,1,-0.10414311919443842,-1,-1
2023-01-29 23:47:00,TXN1221,ACC12,74371.92,MerchantJ,Withdrawal,New York,23.0,29.0,6.0,1.0,1,0,50272.45223840233,29320.279830588675,10.69,712076.97,14421,1.4793772073682228,2023-01-29 22:37:00,1.1666666666666667,0,New York,0,-0.040767698589215695,-1,-0.10310919989667111,-1,-1
2023-04-02 22:36:00,TXN969,ACC3,95495.04,MerchantF,Transfer,New York,22.0,2.0,6.0,4.0,1,0,49910.79913545677,28911.692974480055,21.25,272990.11,14285,1.913314185589949,2023-04-02 21:49:00,0.7833333333333333,1,London,1,0.001973218965844903,1,-0.10293172107720716,-1,-1
2023-05-07 04:21:00,TXN162,ACC10,37283.66,MerchantH,Purchase,Los Angeles,4.0,7.0,6.0,5.0,1,0,49729.92767581117,28797.732137369385,15.59,99986.15,14362,0.7497227875144271,2023-05-07 03:13:00,1.1333333333333333,0,Los Angeles,0,-0.003824400594768518,-1,-0.10077780761746102,-1,-1
2023-01-13 01:36:00,TXN353,ACC6,20548.46,MerchantJ,Withdrawal,Los Angeles,1.0,13.0,4.0,1.0,0,0,50038.08343297101,28804.031520284483,26.13,99998.69,14352,0.4106564158782357,2023-01-13 00:28:00,1.1333333333333333,0,Los Angeles,0,0.012204536995951254,1,-0.10054774956116797,-1,-1
2023-01-04 14:36:00,TXN519,ACC8,59351.69,MerchantJ,Withdrawal,San Francisco,14.0,4.0,2.0,1.0,0,1,50481.295046521314,29290.474358926323,14.49,616155.7,14402,1.1757164697400122,2023-01-04 12:48:00,1.8,0,San Francisco,0,-0.038795334974229934,-1,-0.1000269363851094,-1,-1
2023-04-08 04:05:00,TXN319,ACC12,57916.22,MerchantC,Transfer,New York,4.0,8.0,5.0,4.0,1,0,50272.45223840233,29320.279830588675,10.69,712076.97,14421,1.1520468451658048,2023-04-08 02:33:00,1.5333333333333334,0,New York,0,0.0023389324470202144,1,-0.09867503068605199,-1,-1
2023-05-28 22:07:00,TXN1100,ACC5,53070.8,MerchantH,Purchase,Tokyo,22.0,28.0,6.0,5.0,1,0,50194.70615584415,30071.156125134446,25.05,873004.79,14630,1.057298748502007,2023-05-28 20:55:00,1.2,0,San Francisco,1,3.5062415964182136e-05,1,-0.09819718866714378,-1,-1
2023-05-26 02:36:00,TXN1921,ACC11,96376.72,MerchantF,Withdrawal,San Francisco,2.0,26.0,4.0,5.0,0,0,49662.176511837184,29023.438752397913,10.85,151020.55,14446,1.9406463181698896,2023-05-26 01:20:00,1.2666666666666666,0,London,1,0.04023220042059783,1,-0.09792392245663506,-1,-1
2023-05-29 05:45:00,TXN1055,ACC1,99702.64,MerchantE,Purchase,Tokyo,5.0,29.0,0.0,5.0,0,0,50428.5296484511,28969.640092054804,10.51,187344.37,14365,1.9771078136731346,2023-05-29 04:33:00,1.2,0,San Francisco,1,0.033082888311894765,1,-0.09745969719039582,-1,-1
2023-01-31 07:14:00,TXN911,ACC10,81912.92,MerchantA,Withdrawal,Los Angeles,7.0,31.0,1.0,1.0,0,0,49729.92767581117,28797.732137369385,15.59,99986.15,14362,1.6471554218616482,2023-01-31 06:15:00,0.9833333333333333,1,Los Angeles,0,0.02018138448548301,1,-0.09744102966537094,-1,-1
2023-04-28 16:42:00,TXN110,ACC2,94313.27,MerchantC,Transfer,San Francisco,16.0,28.0,4.0,4.0,0,1,50047.96155225727,28815.029112066997,13.09,191561.95,14553,1.8844577696041303,2023-04-28 15:27:00,1.25,0,San Francisco,0,0.011178850627067027,1,-0.09740109755263382,-1,-1
2023-01-28 22:23:00,TXN606,ACC15,6152.36,MerchantD,Withdrawal,New York,22.0,28.0,5.0,1.0,1,0,50371.89460580913,28860.449456233724,27.51,99992.28,14701,0.12213874519007033,2023-01-28 22:00:00,0.38333333333333336,1,New York,0,-0.024235191087626062,-1,-0.09700615794156264,-1,-1
2023-05-08 02:46:00,TXN602,ACC8,97392.51,MerchantG,Transfer,London,2.0,8.0,0.0,5.0,0,0,50481.295046521314,29290.474358926323,14.49,616155.7,14402,1.9292791500346296,2023-05-08 01:11:00,1.5833333333333333,0,San Francisco,1,0.035694081744253814,1,-0.09689341293371445,-1,-1
2023-01-02 00:20:00,TXN601,ACC13,70213.72,MerchantI,Withdrawal,London,0.0,2.0,0.0,1.0,0,0,50538.807350391784,28814.05135579429,13.4,99996.0,14421,1.389303065923175,2023-01-01 23:24:00,0.9333333333333333,1,London,0,0.020774233269309494,1,-0.09673434585431151,-1,-1
2023-05-11 05:07:00,TXN519,ACC5,88461.95,MerchantB,Purchase,Los Angeles,5.0,11.0,3.0,5.0,0,0,50194.70615584415,30071.156125134446,25.05,873004.79,14630,1.7623760905252437,2023-05-11 03:34:00,1.55,0,San Francisco,1,-0.004653846201094325,-1,-0.09643271481056237,-1,-1
2023-05-01 22:31:00,TXN58,ACC9,60818.67,MerchantJ,Purchase,New York,22.0,1.0,0.0,5.0,0,0,49952.37602257865,28931.241014385832,10.7,99978.95,14527,1.217533075353808,2023-05-01 21:42:00,0.8166666666666667,1,San Francisco,1,0.04409393833802561,1,-0.09524727656185794,-1,-1
2023-04-01 20:30:00,TXN1590,ACC9,28265.62,MerchantA,Purchase,Los Angeles,20.0,1.0,5.0,4.0,1,0,49952.37602257865,28931.241014385832,10.7,99978.95,14527,0.5658513618496114,2023-04-01 18:40:00,1.8333333333333333,0,San Francisco,1,0.03291196475076641,1,-0.09401372907324412,-1,-1
2023-03-31 07:58:00,TXN1688,ACC10,70755.49,MerchantE,Purchase,London,7.0,31.0,4.0,3.0,0,0,49729.92767581117,28797.732137369385,15.59,99986.15,14362,1.4227949507840478,2023-03-31 07:09:00,0.8166666666666667,1,Los Angeles,1,0.06247443344695747,1,-0.09358409136181667,-1,-1
2023-01-30 04:38:00,TXN1127,ACC6,99173.65,MerchantJ,Purchase,Tokyo,4.0,30.0,0.0,1.0,0,0,50038.08343297101,28804.031520284483,26.13,99998.69,14352,1.9819634005936497,2023-01-30 03:57:00,0.6833333333333333,1,Los Angeles,1,0.03006996181015764,1,-0.09284100518161731,-1,-1
2023-01-27 22:40:00,TXN206,ACC5,99361.77,MerchantB,Transfer,Los Angeles,22.0,27.0,4.0,1.0,0,0,50194.70615584415,30071.156125134446,25.05,873004.79,14630,1.979526878621469,2023-01-27 21:23:00,1.2833333333333334,0,San Francisco,1,-0.005752013701980974,-1,-0.09250150694091053,-1,-1
2023-02-26 21:40:00,TXN1819,ACC3,46516.78,MerchantI,Withdrawal,London,21.0,26.0,6.0,2.0,1,0,49910.79913545677,28911.692974480055,21.25,272990.11,14285,0.9319983010841906,2023-02-26 19:54:00,1.7666666666666666,0,London,0,-0.016262837357771787,-1,-0.09238411513692668,-1,-1
2023-05-29 16:06:00,TXN1830,ACC6,71834.51,MerchantD,Purchase,Los Angeles,16.0,29.0,0.0,5.0,0,1,50038.08343297101,28804.031520284483,26.13,99998.69,14352,1.4355967509472378,2023-05-29 15:10:00,0.9333333333333333,1,Los Angeles,0,-0.0012937664008764171,-1,-0.09234357765041601,-1,-1
2023-02-25 21:16:00,TXN820,ACC11,1341.64,MerchantI,Transfer,New York,21.0,25.0,5.0,2.0,1,0,49662.176511837184,29023.438752397913,10.85,151020.55,14446,0.027015328248455133,2023-02-25 19:47:00,1.4833333333333334,0,London,1,0.009836517645658183,1,-0.09221596004207155,-1,-1
2023-03-10 15:11:00,TXN371,ACC1,6642.33,MerchantB,Transfer,Los Angeles,15.0,10.0,4.0,3.0,0,1,50428.5296484511,28969.640092054804,10.51,187344.37,14365,0.13171770119623183,2023-03-10 12:52:00,2.316666666666667,0,San Francisco,1,0.019802358233827144,1,-0.09162634930337266,-1,-1
2023-02-03 16:35:00,TXN1560,ACC15,53438.22,MerchantC,Withdrawal,New York,16.0,3.0,4.0,2.0,0,1,50371.89460580913,28860.449456233724,27.51,99992.28,14701,1.0608737356056734,2023-02-03 16:06:00,0.48333333333333334,1,New York,0,0.005299571047863161,1,-0.0914307125923064,-1,-1
2023-04-02 21:27:00,TXN1677,ACC12,11571.54,MerchantH,Transfer,San Francisco,21.0,2.0,6.0,4.0,1,0,50272.45223840233,29320.279830588675,10.69,712076.97,14421,0.23017655763290348,2023-04-02 20:11:00,1.2666666666666666,0,New York,1,0.004327315118598629,1,-0.09114899437528612,-1,-1
2023-01-29 19:08:00,TXN1681,ACC15,52254.38,MerchantB,Purchase,New York,19.0,29.0,6.0,1.0,1,0,50371.89460580913,28860.449456233724,27.51,99992.28,14701,1.0373717409067589,2023-01-29 18:23:00,0.75,1,New York,0,-0.017773932839911355,-1,-0.09089636288566494,-1,-1
2023-04-29 12:33:00,TXN559,ACC10,97102.88,MerchantC,Withdrawal,Los Angeles,12.0,29.0,5.0,4.0,1,0,49729.92767581117,28797.732137369385,15.59,99986.15,14362,1.952604488649422,2023-04-29 10:55:00,1.6333333333333333,0,Los Angeles,0,0.00663623450764439,1,-0.08962563850868888,-1,-1
2023-05-29 08:05:00,TXN1235,ACC15,80409.02,MerchantH,Transfer,New York,8.0,29.0,0.0,5.0,0,0,50371.89460580913,28860.449456233724,27.51,99992.28,14701,1.5963072389722432,2023-05-29 07:39:00,0.43333333333333335,1,New York,0,0.009740965700989035,1,-0.08945754103786396,-1,-1
2023-05-12 14:47:00,TXN1617,ACC15,399.31,MerchantI,Transfer,London,14.0,12.0,4.0,5.0,0,1,50371.89460580913,28860.449456233724,27.51,99992.28,14701,0.007927238058541272,2023-05-12 14:10:00,0.6166666666666667,1,New York,1,0.02207542558133435,1,-0.08913059224290709,-1,-1
2023-05-04 14:19:00,TXN879,ACC15,10560.45,MerchantH,Withdrawal,New York,14.0,4.0,3.0,5.0,0,1,50371.89460580913,28860.449456233724,27.51,99992.28,14701,0.20964964853202323,2023-05-04 13:33:00,0.7666666666666667,1,New York,0,-0.017343850739088507,-1,-0.08877668780319947,-1,-1
2023-03-31 10:56:00,TXN45,ACC4,80720.05,MerchantJ,Purchase,Los Angeles,10.0,31.0,4.0,3.0,0,1,49623.77805962922,28875.132690159262,23.26,223542.64,14456,1.6266405573353302,2023-03-31 10:16:00,0.6666666666666666,1,Los Angeles,0,0.005995354071717585,1,-0.08838355940439868,-1,-1
2023-01-01 11:56:00,TXN1113,ACC12,22128.73,MerchantJ,Purchase,Tokyo,11.0,1.0,6.0,1.0,1,0,50272.45223840233,29320.279830588675,10.69,712076.97,14421,0.4401760609381257,2023-01-01 10:40:00,1.2666666666666666,0,New York,1,0.013152611826190541,1,-0.08805545959774519,-1,-1
2023-05-28 09:50:00,TXN423,ACC10,98674.17,MerchantB,Withdrawal,New York,9.0,28.0,6.0,5.0,1,0,49729.92767581117,28797.732137369385,15.59,99986.15,14362,1.9842009552729654,2023-05-28 08:53:00,0.95,1,Los Angeles,1,0.015534401645234674,1,-0.08741340142572529,-1,-1
2023-03-31 03:09:00,TXN969,ACC3,66736.44,MerchantA,Purchase,Tokyo,3.0,31.0,4.0,3.0,0,0,49910.79913545677,28911.692974480055,21.25,272990.11,14285,1.3371142349149494,2023-03-31 02:22:00,0.7833333333333333,1,London,1,0.06289075003578609,1,-0.0857311400456593,-1,-1
2023-03-12 15:22:00,TXN770,ACC15,6066.37,MerchantH,Purchase,New York,15.0,12.0,6.0,3.0,1,0,50371.89460580913,28860.449456233724,27.51,99992.28,14701,0.12043164243618497,2023-03-12 14:42:00,0.6666666666666666,1,New York,0,-0.006015711759952969,-1,-0.08474455403413472,-1,-1
2023-05-02 14:51:00,TXN1030,ACC14,1264.63,MerchantF,Purchase,London,14.0,2.0,1.0,5.0,0,1,50013.096792087425,29912.49144728763,14.25,978942.26,14458,0.025285976696409595,2023-05-02 13:59:00,0.8666666666666667,1,London,0,-0.042416424071631265,-1,-0.08428741796208006,-1,-1
2023-05-21 00:55:00,TXN1799,ACC7,92634.68,MerchantH,Purchase,Los Angeles,0.0,21.0,6.0,5.0,1,0,50079.504645086075,29016.02906967413,21.31,131821.68,14581,1.8497523219629037,2023-05-20 23:53:00,1.0333333333333334,0,San Francisco,1,0.013698638863102963,1,-0.08414257543829917,-1,-1
2023-05-22 07:44:00,TXN937,ACC15,99298.71,MerchantG,Purchase,New York,7.0,22.0,0.0,5.0,0,0,50371.89460580913,28860.449456233724,27.51,99992.28,14701,1.9713117955374344,2023-05-22 07:17:00,0.45,1,New York,0,0.010981980413107273,1,-0.08372424427251834,-1,-1
2023-05-02 16:29:00,TXN1842,ACC9,55344.58,MerchantF,Withdrawal,New York,16.0,2.0,1.0,5.0,0,1,49952.37602257865,28931.241014385832,10.7,99978.95,14527,1.107946896759907,2023-05-02 14:54:00,1.5833333333333333,0,San Francisco,1,0.017360901615478874,1,-0.08357591452923763,-1,-1
2023-01-01 20:35:00,TXN330,ACC8,70217.59,MerchantA,Purchase,San Francisco,20.0,1.0,6.0,1.0,1,0,50481.295046521314,29290.474358926323,14.49,616155.7,14402,1.3909625324645611,2023-01-01 19:56:00,0.65,1,San Francisco,0,-0.004334132254180667,-1,-0.08350088950326406,-1,-1
2023-02-21 17:04:00,TXN222,ACC15,12577.23,MerchantF,Transfer,New York,17.0,21.0,1.0,2.0,0,1,50371.89460580913,28860.449456233724,27.51,99992.28,14701,0.2496874516717013,2023-02-21 16:16:00,0.8,1,New York,0,-0.012126271266584276,-1,-0.08347366156065439,-1,-1
2023-01-13 09:47:00,TXN1535,ACC15,1963.83,MerchantI,Purchase,New York,9.0,13.0,4.0,1.0,0,1,50371.89460580913,28860.449456233724,27.51,99992.28,14701,0.03898662171371894,2023-01-13 09:18:00,0.48333333333333334,1,New York,0,0.00833815916110947,1,-0.08310230668000917,-1,-1
2023-02-04 03:21:00,TXN217,ACC12,46841.89,MerchantD,Withdrawal,New York,3.0,4.0,5.0,2.0,1,0,50272.45223840233,29320.279830588675,10.69,712076.97,14421,0.9317605948058014,2023-02-04 02:17:00,1.0666666666666667,0,New York,0,-0.01171676691401613,-1,-0.08303643160157259,-1,-1
2023-01-11 14:56:00,TXN1158,ACC5,7969.38,MerchantB,Purchase,San Francisco,14.0,11.0,2.0,1.0,0,1,50194.70615584415,30071.156125134446,25.05,873004.79,14630,0.15876933267139226,2023-01-11 13:35:00,1.35,0,San Francisco,0,-0.0357428591009622,-1,-0.0828721967325925,-1,-1
2023-03-11 20:47:00,TXN889,ACC14,94630.07,MerchantA,Withdrawal,San Francisco,20.0,11.0,5.0,3.0,1,0,50013.096792087425,29912.49144728763,14.25,978942.26,14458,1.892105789677304,2023-03-11 19:51:00,0.9333333333333333,1,London,1,0.00410916835152797,1,-0.08283362135865557,-1,-1
2023-04-30 23:52:00,TXN698,ACC13,56165.51,MerchantD,Transfer,Tokyo,23.0,30.0,6.0,4.0,1,0,50538.807350391784,28814.05135579429,13.4,99996.0,14421,1.1113342982274512,2023-04-30 23:09:00,0.7166666666666667,1,London,1,0.026147652433449298,1,-0.08252355908509079,-1,-1
2023-03-23 01:28:00,TXN1339,ACC10,23086.55,MerchantB,Transfer,Tokyo,1.0,23.0,3.0,3.0,0,0,49729.92767581117,28797.732137369385,15.59,99986.15,14362,0.4642385597361202,2023-03-22 23:20:00,2.1333333333333333,0,Los Angeles,1,0.05917664085568103,1,-0.0822894629585813,-1,-1
2023-01-30 02:38:00,TXN579,ACC7,93398.16,MerchantG,Transfer,Los Angeles,2.0,30.0,0.0,1.0,0,0,50079.504645086075,29016.02906967413,21.31,131821.68,14581,1.8649976804266266,2023-01-30 01:30:00,1.1333333333333333,0,San Francisco,1,0.03772978725435383,1,-0.08201131208674406,-1,-1
2023-03-02 03:03:00,TXN291,ACC5,44296.91,MerchantC,Purchase,San Francisco,3.0,2.0,3.0,3.0,0,0,50194.70615584415,30071.156125134446,25.05,873004.79,14630,0.8825016300019227,2023-03-02 01:17:00,1.7666666666666666,0,San Francisco,0,-0.0035150881060553862,-1,-0.0818209313845526,-1,-1
2023-04-24 06:13:00,TXN758,ACC14,97523.84,MerchantI,Withdrawal,San Francisco,6.0,24.0,0.0,4.0,0,0,50013.096792087425,29912.49144728763,14.25,978942.26,14458,1.9499660340055018,2023-04-24 04:48:00,1.4166666666666667,0,London,1,0.001874954460568845,1,-0.0811537852446087,-1,-1
2023-05-31 15:43:00,TXN1815,ACC5,5995.78,MerchantH,Purchase,New York,15.0,31.0,2.0,5.0,0,1,50194.70615584415,30071.156125134446,25.05,873004.79,14630,0.11945044525979187,2023-05-31 14:43:00,1.0,0,San Francisco,1,-0.02721168479976399,-1,-0.08102845956273974,-1,-1
2023-05-31 00:43:00,TXN1714,ACC15,75753.82,MerchantD,Purchase,Tokyo,0.0,31.0,2.0,5.0,0,0,50371.89460580913,28860.449456233724,27.51,99992.28,14701,1.5038906237857432,2023-05-30 23:36:00,1.1166666666666667,0,New York,1,0.01586772743345355,1,-0.08091688855316814,-1,-1
