Timestamp,TransactionID,AccountID,Amount,Merchant,TransactionType,Location,Hour,Day,DayOfWeek,Month,Weekend,BusinessHours,Avg_Amount,Std_Amount,Min_Amount,Max_Amount,Tx_Count,Amount_Ratio,Prev_Tx_Time,Time_Since_Last_Tx,Rapid_Succession,Common_Location,Location_Change,IsoForest_Score,IsoForest_Prediction,LOF_Score,LOF_Prediction,Ensemble_Prediction,IsoForest_Score_Norm,LOF_Score_Norm,Combined_Score
1970-01-01 00:00:00,Unknown,Unknown,50183.979999999996,MerchantF,Transfer,San Francisco,0.0,0.0,0.0,0.0,0,0,50183.979999999996,0.0,50183.979999999996,50183.979999999996,481,1.0,1970-01-01 00:00:00,0.0,1,San Francisco,0,-0.06851600239959366,-1,0.06914433922552998,1,-1,0.0,0.9975749849290437,0.9975749849290437
1970-01-01 00:00:00,Unknown,Unknown,50183.979999999996,MerchantF,Transfer,San Francisco,0.0,0.0,0.0,0.0,0,0,50183.979999999996,0.0,50183.979999999996,50183.979999999996,481,1.0,1970-01-01 00:00:00,0.0,1,San Francisco,0,-0.06851600239959366,-1,0.06914433922552998,1,-1,0.0,0.9975749849290437,0.9975749849290437
1970-01-01 00:00:00,Unknown,Unknown,50183.979999999996,MerchantF,Transfer,San Francisco,0.0,0.0,0.0,0.0,0,0,50183.979999999996,0.0,50183.979999999996,50183.979999999996,481,1.0,1970-01-01 00:00:00,0.0,1,San Francisco,0,-0.06851600239959366,-1,0.06914433922552998,1,-1,0.0,0.9975749849290437,0.9975749849290437
1970-01-01 00:00:00,Unknown,Unknown,50183.979999999996,MerchantF,Transfer,San Francisco,0.0,0.0,0.0,0.0,0,0,50183.979999999996,0.0,50183.979999999996,50183.979999999996,481,1.0,1970-01-01 00:00:00,0.0,1,San Francisco,0,-0.06851600239959366,-1,0.06914433922552998,1,-1,0.0,0.9975749849290437,0.9975749849290437
1970-01-01 00:00:00,Unknown,Unknown,50183.979999999996,MerchantF,Transfer,San Francisco,0.0,0.0,0.0,0.0,0,0,50183.979999999996,0.0,50183.979999999996,50183.979999999996,481,1.0,1970-01-01 00:00:00,0.0,1,San Francisco,0,-0.06851600239959366,-1,0.06914433922552998,1,-1,0.0,0.9975749849290437,0.9975749849290437
1970-01-01 00:00:00,Unknown,Unknown,50183.979999999996,MerchantF,Transfer,San Francisco,0.0,0.0,0.0,0.0,0,0,50183.979999999996,0.0,50183.979999999996,50183.979999999996,481,1.0,1970-01-01 00:00:00,0.0,1,San Francisco,0,-0.06851600239959366,-1,0.06914433922552998,1,-1,0.0,0.9975749849290437,0.9975749849290437
1970-01-01 00:00:00,Unknown,Unknown,50183.979999999996,MerchantF,Transfer,San Francisco,0.0,0.0,0.0,0.0,0,0,50183.979999999996,0.0,50183.979999999996,50183.979999999996,481,1.0,1970-01-01 00:00:00,0.0,1,San Francisco,0,-0.06851600239959366,-1,0.06914433922552998,1,-1,0.0,0.9975749849290437,0.9975749849290437
1970-01-01 00:00:00,Unknown,Unknown,50183.979999999996,MerchantF,Transfer,San Francisco,0.0,0.0,0.0,0.0,0,0,50183.979999999996,0.0,50183.979999999996,50183.979999999996,481,1.0,1970-01-01 00:00:00,0.0,1,San Francisco,0,-0.06851600239959366,-1,0.06914433922552998,1,-1,0.0,0.9975749849290437,0.9975749849290437
1970-01-01 00:00:00,Unknown,Unknown,50183.979999999996,MerchantF,Transfer,San Francisco,0.0,0.0,0.0,0.0,0,0,50183.979999999996,0.0,50183.979999999996,50183.979999999996,481,1.0,1970-01-01 00:00:00,0.0,1,San Francisco,0,-0.06851600239959366,-1,0.06914433922552998,1,-1,0.0,0.9975749849290437,0.9975749849290437
1970-01-01 00:00:00,Unknown,Unknown,50183.979999999996,MerchantF,Transfer,San Francisco,0.0,0.0,0.0,0.0,0,0,50183.979999999996,0.0,50183.979999999996,50183.979999999996,481,1.0,1970-01-01 00:00:00,0.0,1,San Francisco,0,-0.06851600239959366,-1,0.06914433922552998,1,-1,0.0,0.9975749849290437,0.9975749849290437
1970-01-01 00:00:00,Unknown,Unknown,50183.979999999996,MerchantF,Transfer,San Francisco,0.0,0.0,0.0,0.0,0,0,50183.979999999996,0.0,50183.979999999996,50183.979999999996,481,1.0,1970-01-01 00:00:00,0.0,1,San Francisco,0,-0.06851600239959366,-1,0.06914433922552998,1,-1,0.0,0.9975749849290437,0.9975749849290437
1970-01-01 00:00:00,Unknown,Unknown,50183.979999999996,MerchantF,Transfer,San Francisco,0.0,0.0,0.0,0.0,0,0,50183.979999999996,0.0,50183.979999999996,50183.979999999996,481,1.0,1970-01-01 00:00:00,0.0,1,San Francisco,0,-0.06851600239959366,-1,0.06914433922552998,1,-1,0.0,0.9975749849290437,0.9975749849290437
1970-01-01 00:00:00,Unknown,Unknown,50183.979999999996,MerchantF,Transfer,San Francisco,0.0,0.0,0.0,0.0,0,0,50183.979999999996,0.0,50183.979999999996,50183.979999999996,481,1.0,1970-01-01 00:00:00,0.0,1,San Francisco,0,-0.06851600239959366,-1,0.06914433922552998,1,-1,0.0,0.9975749849290437,0.9975749849290437
1970-01-01 00:00:00,Unknown,Unknown,50183.979999999996,MerchantF,Transfer,San Francisco,0.0,0.0,0.0,0.0,0,0,50183.979999999996,0.0,50183.979999999996,50183.979999999996,481,1.0,1970-01-01 00:00:00,0.0,1,San Francisco,0,-0.06851600239959366,-1,0.06914433922552998,1,-1,0.0,0.9975749849290437,0.9975749849290437
1970-01-01 00:00:00,Unknown,Unknown,50183.979999999996,MerchantF,Transfer,San Francisco,0.0,0.0,0.0,0.0,0,0,50183.979999999996,0.0,50183.979999999996,50183.979999999996,481,1.0,1970-01-01 00:00:00,0.0,1,San Francisco,0,-0.06851600239959366,-1,0.06914433922552998,1,-1,0.0,0.9975749849290437,0.9975749849290437
1970-01-01 00:00:00,Unknown,Unknown,50183.979999999996,MerchantF,Transfer,San Francisco,0.0,0.0,0.0,0.0,0,0,50183.979999999996,0.0,50183.979999999996,50183.979999999996,481,1.0,1970-01-01 00:00:00,0.0,1,San Francisco,0,-0.06851600239959366,-1,0.06914433922552998,1,-1,0.0,0.9975749849290437,0.9975749849290437
1970-01-01 00:00:00,Unknown,Unknown,50183.979999999996,MerchantF,Transfer,San Francisco,0.0,0.0,0.0,0.0,0,0,50183.979999999996,0.0,50183.979999999996,50183.979999999996,481,1.0,1970-01-01 00:00:00,0.0,1,San Francisco,0,-0.06851600239959366,-1,0.06914433922552998,1,-1,0.0,0.9975749849290437,0.9975749849290437
1970-01-01 00:00:00,Unknown,Unknown,50183.979999999996,MerchantF,Transfer,San Francisco,0.0,0.0,0.0,0.0,0,0,50183.979999999996,0.0,50183.979999999996,50183.979999999996,481,1.0,1970-01-01 00:00:00,0.0,1,San Francisco,0,-0.06851600239959366,-1,0.06914433922552998,1,-1,0.0,0.9975749849290437,0.9975749849290437
1970-01-01 00:00:00,Unknown,Unknown,50183.979999999996,MerchantF,Transfer,San Francisco,0.0,0.0,0.0,0.0,0,0,50183.979999999996,0.0,50183.979999999996,50183.979999999996,481,1.0,1970-01-01 00:00:00,0.0,1,San Francisco,0,-0.06851600239959366,-1,0.06914433922552998,1,-1,0.0,0.9975749849290437,0.9975749849290437
1970-01-01 00:00:00,Unknown,Unknown,50183.979999999996,MerchantF,Transfer,San Francisco,0.0,0.0,0.0,0.0,0,0,50183.979999999996,0.0,50183.979999999996,50183.979999999996,481,1.0,1970-01-01 00:00:00,0.0,1,San Francisco,0,-0.06851600239959366,-1,0.06914433922552998,1,-1,0.0,0.9975749849290437,0.9975749849290437
1970-01-01 00:00:00,Unknown,Unknown,50183.979999999996,MerchantF,Transfer,San Francisco,0.0,0.0,0.0,0.0,0,0,50183.979999999996,0.0,50183.979999999996,50183.979999999996,481,1.0,1970-01-01 00:00:00,0.0,1,San Francisco,0,-0.06851600239959366,-1,0.06914433922552998,1,-1,0.0,0.9975749849290437,0.9975749849290437
1970-01-01 00:00:00,Unknown,Unknown,50183.979999999996,MerchantF,Transfer,San Francisco,0.0,0.0,0.0,0.0,0,0,50183.979999999996,0.0,50183.979999999996,50183.979999999996,481,1.0,1970-01-01 00:00:00,0.0,1,San Francisco,0,-0.06851600239959366,-1,0.06914433922552998,1,-1,0.0,0.9975749849290437,0.9975749849290437
1970-01-01 00:00:00,Unknown,Unknown,50183.979999999996,MerchantF,Transfer,San Francisco,0.0,0.0,0.0,0.0,0,0,50183.979999999996,0.0,50183.979999999996,50183.979999999996,481,1.0,1970-01-01 00:00:00,0.0,1,San Francisco,0,-0.06851600239959366,-1,0.06914433922552998,1,-1,0.0,0.9975749849290437,0.9975749849290437
1970-01-01 00:00:00,Unknown,Unknown,50183.979999999996,MerchantF,Transfer,San Francisco,0.0,0.0,0.0,0.0,0,0,50183.979999999996,0.0,50183.979999999996,50183.979999999996,481,1.0,1970-01-01 00:00:00,0.0,1,San Francisco,0,-0.06851600239959366,-1,0.06914433922552998,1,-1,0.0,0.9975749849290437,0.9975749849290437
1970-01-01 00:00:00,Unknown,Unknown,50183.979999999996,MerchantF,Transfer,San Francisco,0.0,0.0,0.0,0.0,0,0,50183.979999999996,0.0,50183.979999999996,50183.979999999996,481,1.0,1970-01-01 00:00:00,0.0,1,San Francisco,0,-0.06851600239959366,-1,0.06914433922552998,1,-1,0.0,0.9975749849290437,0.9975749849290437
1970-01-01 00:00:00,Unknown,Unknown,50183.979999999996,MerchantF,Transfer,San Francisco,0.0,0.0,0.0,0.0,0,0,50183.979999999996,0.0,50183.979999999996,50183.979999999996,481,1.0,1970-01-01 00:00:00,0.0,1,San Francisco,0,-0.06851600239959366,-1,0.06914433922552998,1,-1,0.0,0.9975749849290437,0.9975749849290437
1970-01-01 00:00:00,Unknown,Unknown,50183.979999999996,MerchantF,Transfer,San Francisco,0.0,0.0,0.0,0.0,0,0,50183.979999999996,0.0,50183.979999999996,50183.979999999996,481,1.0,1970-01-01 00:00:00,0.0,1,San Francisco,0,-0.06851600239959366,-1,0.06914433922552998,1,-1,0.0,0.9975749849290437,0.9975749849290437
1970-01-01 00:00:00,Unknown,Unknown,50183.979999999996,MerchantF,Transfer,San Francisco,0.0,0.0,0.0,0.0,0,0,50183.979999999996,0.0,50183.979999999996,50183.979999999996,481,1.0,1970-01-01 00:00:00,0.0,1,San Francisco,0,-0.06851600239959366,-1,0.06914433922552998,1,-1,0.0,0.9975749849290437,0.9975749849290437
1970-01-01 00:00:00,Unknown,Unknown,50183.979999999996,MerchantF,Transfer,San Francisco,0.0,0.0,0.0,0.0,0,0,50183.979999999996,0.0,50183.979999999996,50183.979999999996,481,1.0,1970-01-01 00:00:00,0.0,1,San Francisco,0,-0.06851600239959366,-1,0.06914433922552998,1,-1,0.0,0.9975749849290437,0.9975749849290437
1970-01-01 00:00:00,Unknown,Unknown,50183.979999999996,MerchantF,Transfer,San Francisco,0.0,0.0,0.0,0.0,0,0,50183.979999999996,0.0,50183.979999999996,50183.979999999996,481,1.0,1970-01-01 00:00:00,0.0,1,San Francisco,0,-0.06851600239959366,-1,0.06914433922552998,1,-1,0.0,0.9975749849290437,0.9975749849290437
1970-01-01 00:00:00,Unknown,Unknown,50183.979999999996,MerchantF,Transfer,San Francisco,0.0,0.0,0.0,0.0,0,0,50183.979999999996,0.0,50183.979999999996,50183.979999999996,481,1.0,1970-01-01 00:00:00,0.0,1,San Francisco,0,-0.06851600239959366,-1,0.06914433922552998,1,-1,0.0,0.9975749849290437,0.9975749849290437
1970-01-01 00:00:00,Unknown,Unknown,50183.979999999996,MerchantF,Transfer,San Francisco,0.0,0.0,0.0,0.0,0,0,50183.979999999996,0.0,50183.979999999996,50183.979999999996,481,1.0,1970-01-01 00:00:00,0.0,1,San Francisco,0,-0.06851600239959366,-1,0.06914433922552998,1,-1,0.0,0.9975749849290437,0.9975749849290437
1970-01-01 00:00:00,Unknown,Unknown,50183.979999999996,MerchantF,Transfer,San Francisco,0.0,0.0,0.0,0.0,0,0,50183.979999999996,0.0,50183.979999999996,50183.979999999996,481,1.0,1970-01-01 00:00:00,0.0,1,San Francisco,0,-0.06851600239959366,-1,0.06914433922552998,1,-1,0.0,0.9975749849290437,0.9975749849290437
1970-01-01 00:00:00,Unknown,Unknown,50183.979999999996,MerchantF,Transfer,San Francisco,0.0,0.0,0.0,0.0,0,0,50183.979999999996,0.0,50183.979999999996,50183.979999999996,481,1.0,1970-01-01 00:00:00,0.0,1,San Francisco,0,-0.06851600239959366,-1,0.06914433922552998,1,-1,0.0,0.9975749849290437,0.9975749849290437
1970-01-01 00:00:00,Unknown,Unknown,50183.979999999996,MerchantF,Transfer,San Francisco,0.0,0.0,0.0,0.0,0,0,50183.979999999996,0.0,50183.979999999996,50183.979999999996,481,1.0,1970-01-01 00:00:00,0.0,1,San Francisco,0,-0.06851600239959366,-1,0.06914433922552998,1,-1,0.0,0.9975749849290437,0.9975749849290437
1970-01-01 00:00:00,Unknown,Unknown,50183.979999999996,MerchantF,Transfer,San Francisco,0.0,0.0,0.0,0.0,0,0,50183.979999999996,0.0,50183.979999999996,50183.979999999996,481,1.0,1970-01-01 00:00:00,0.0,1,San Francisco,0,-0.06851600239959366,-1,0.06914433922552998,1,-1,0.0,0.9975749849290437,0.9975749849290437
1970-01-01 00:00:00,Unknown,Unknown,50183.979999999996,MerchantF,Transfer,San Francisco,0.0,0.0,0.0,0.0,0,0,50183.979999999996,0.0,50183.979999999996,50183.979999999996,481,1.0,1970-01-01 00:00:00,0.0,1,San Francisco,0,-0.06851600239959366,-1,0.06914433922552998,1,-1,0.0,0.9975749849290437,0.9975749849290437
1970-01-01 00:00:00,Unknown,Unknown,50183.979999999996,MerchantF,Transfer,San Francisco,0.0,0.0,0.0,0.0,0,0,50183.979999999996,0.0,50183.979999999996,50183.979999999996,481,1.0,1970-01-01 00:00:00,0.0,1,San Francisco,0,-0.06851600239959366,-1,0.06914433922552998,1,-1,0.0,0.9975749849290437,0.9975749849290437
1970-01-01 00:00:00,Unknown,Unknown,50183.979999999996,MerchantF,Transfer,San Francisco,0.0,0.0,0.0,0.0,0,0,50183.979999999996,0.0,50183.979999999996,50183.979999999996,481,1.0,1970-01-01 00:00:00,0.0,1,San Francisco,0,-0.06851600239959366,-1,0.06914433922552998,1,-1,0.0,0.9975749849290437,0.9975749849290437
1970-01-01 00:00:00,Unknown,Unknown,50183.979999999996,MerchantF,Transfer,San Francisco,0.0,0.0,0.0,0.0,0,0,50183.979999999996,0.0,50183.979999999996,50183.979999999996,481,1.0,1970-01-01 00:00:00,0.0,1,San Francisco,0,-0.06851600239959366,-1,0.06914433922552998,1,-1,0.0,0.9975749849290437,0.9975749849290437
1970-01-01 00:00:00,Unknown,Unknown,50183.979999999996,MerchantF,Transfer,San Francisco,0.0,0.0,0.0,0.0,0,0,50183.979999999996,0.0,50183.979999999996,50183.979999999996,481,1.0,1970-01-01 00:00:00,0.0,1,San Francisco,0,-0.06851600239959366,-1,0.06914433922552998,1,-1,0.0,0.9975749849290437,0.9975749849290437
1970-01-01 00:00:00,Unknown,Unknown,50183.979999999996,MerchantF,Transfer,San Francisco,0.0,0.0,0.0,0.0,0,0,50183.979999999996,0.0,50183.979999999996,50183.979999999996,481,1.0,1970-01-01 00:00:00,0.0,1,San Francisco,0,-0.06851600239959366,-1,0.06914433922552998,1,-1,0.0,0.9975749849290437,0.9975749849290437
1970-01-01 00:00:00,Unknown,Unknown,50183.979999999996,MerchantF,Transfer,San Francisco,0.0,0.0,0.0,0.0,0,0,50183.979999999996,0.0,50183.979999999996,50183.979999999996,481,1.0,1970-01-01 00:00:00,0.0,1,San Francisco,0,-0.06851600239959366,-1,0.06914433922552998,1,-1,0.0,0.9975749849290437,0.9975749849290437
1970-01-01 00:00:00,Unknown,Unknown,50183.979999999996,MerchantF,Transfer,San Francisco,0.0,0.0,0.0,0.0,0,0,50183.979999999996,0.0,50183.979999999996,50183.979999999996,481,1.0,1970-01-01 00:00:00,0.0,1,San Francisco,0,-0.06851600239959366,-1,0.06914433922552998,1,-1,0.0,0.9975749849290437,0.9975749849290437
1970-01-01 00:00:00,Unknown,Unknown,50183.979999999996,MerchantF,Transfer,San Francisco,0.0,0.0,0.0,0.0,0,0,50183.979999999996,0.0,50183.979999999996,50183.979999999996,481,1.0,1970-01-01 00:00:00,0.0,1,San Francisco,0,-0.06851600239959366,-1,0.06914433922552998,1,-1,0.0,0.9975749849290437,0.9975749849290437
1970-01-01 00:00:00,Unknown,Unknown,50183.979999999996,MerchantF,Transfer,San Francisco,0.0,0.0,0.0,0.0,0,0,50183.979999999996,0.0,50183.979999999996,50183.979999999996,481,1.0,1970-01-01 00:00:00,0.0,1,San Francisco,0,-0.06851600239959366,-1,0.06914433922552998,1,-1,0.0,0.9975749849290437,0.9975749849290437
1970-01-01 00:00:00,Unknown,Unknown,50183.979999999996,MerchantF,Transfer,San Francisco,0.0,0.0,0.0,0.0,0,0,50183.979999999996,0.0,50183.979999999996,50183.979999999996,481,1.0,1970-01-01 00:00:00,0.0,1,San Francisco,0,-0.06851600239959366,-1,0.06914433922552998,1,-1,0.0,0.9975749849290437,0.9975749849290437
1970-01-01 00:00:00,Unknown,Unknown,50183.979999999996,MerchantF,Transfer,San Francisco,0.0,0.0,0.0,0.0,0,0,50183.979999999996,0.0,50183.979999999996,50183.979999999996,481,1.0,1970-01-01 00:00:00,0.0,1,San Francisco,0,-0.06851600239959366,-1,0.06914433922552998,1,-1,0.0,0.9975749849290437,0.9975749849290437
1970-01-01 00:00:00,Unknown,Unknown,50183.979999999996,MerchantF,Transfer,San Francisco,0.0,0.0,0.0,0.0,0,0,50183.979999999996,0.0,50183.979999999996,50183.979999999996,481,1.0,1970-01-01 00:00:00,0.0,1,San Francisco,0,-0.06851600239959366,-1,0.06914433922552998,1,-1,0.0,0.9975749849290437,0.9975749849290437
1970-01-01 00:00:00,Unknown,Unknown,50183.979999999996,MerchantF,Transfer,San Francisco,0.0,0.0,0.0,0.0,0,0,50183.979999999996,0.0,50183.979999999996,50183.979999999996,481,1.0,1970-01-01 00:00:00,0.0,1,San Francisco,0,-0.06851600239959366,-1,0.06914433922552998,1,-1,0.0,0.9975749849290437,0.9975749849290437
1970-01-01 00:00:00,Unknown,Unknown,50183.979999999996,MerchantF,Transfer,San Francisco,0.0,0.0,0.0,0.0,0,0,50183.979999999996,0.0,50183.979999999996,50183.979999999996,481,1.0,1970-01-01 00:00:00,0.0,1,San Francisco,0,-0.06851600239959366,-1,0.06914433922552998,1,-1,0.0,0.9975749849290437,0.9975749849290437
1970-01-01 00:00:00,Unknown,Unknown,50183.979999999996,MerchantF,Transfer,San Francisco,0.0,0.0,0.0,0.0,0,0,50183.979999999996,0.0,50183.979999999996,50183.979999999996,481,1.0,1970-01-01 00:00:00,0.0,1,San Francisco,0,-0.06851600239959366,-1,0.06914433922552998,1,-1,0.0,0.9975749849290437,0.9975749849290437
1970-01-01 00:00:00,Unknown,Unknown,50183.979999999996,MerchantF,Transfer,San Francisco,0.0,0.0,0.0,0.0,0,0,50183.979999999996,0.0,50183.979999999996,50183.979999999996,481,1.0,1970-01-01 00:00:00,0.0,1,San Francisco,0,-0.06851600239959366,-1,0.06914433922552998,1,-1,0.0,0.9975749849290437,0.9975749849290437
1970-01-01 00:00:00,Unknown,Unknown,50183.979999999996,MerchantF,Transfer,San Francisco,0.0,0.0,0.0,0.0,0,0,50183.979999999996,0.0,50183.979999999996,50183.979999999996,481,1.0,1970-01-01 00:00:00,0.0,1,San Francisco,0,-0.06851600239959366,-1,0.06914433922552998,1,-1,0.0,0.9975749849290437,0.9975749849290437
1970-01-01 00:00:00,Unknown,Unknown,50183.979999999996,MerchantF,Transfer,San Francisco,0.0,0.0,0.0,0.0,0,0,50183.979999999996,0.0,50183.979999999996,50183.979999999996,481,1.0,1970-01-01 00:00:00,0.0,1,San Francisco,0,-0.06851600239959366,-1,0.06914433922552998,1,-1,0.0,0.9975749849290437,0.9975749849290437
1970-01-01 00:00:00,Unknown,Unknown,50183.979999999996,MerchantF,Transfer,San Francisco,0.0,0.0,0.0,0.0,0,0,50183.979999999996,0.0,50183.979999999996,50183.979999999996,481,1.0,1970-01-01 00:00:00,0.0,1,San Francisco,0,-0.06851600239959366,-1,0.06914433922552998,1,-1,0.0,0.9975749849290437,0.9975749849290437
1970-01-01 00:00:00,Unknown,Unknown,50183.979999999996,MerchantF,Transfer,San Francisco,0.0,0.0,0.0,0.0,0,0,50183.979999999996,0.0,50183.979999999996,50183.979999999996,481,1.0,1970-01-01 00:00:00,0.0,1,San Francisco,0,-0.06851600239959366,-1,0.06914433922552998,1,-1,0.0,0.9975749849290437,0.9975749849290437
1970-01-01 00:00:00,Unknown,Unknown,50183.979999999996,MerchantF,Transfer,San Francisco,0.0,0.0,0.0,0.0,0,0,50183.979999999996,0.0,50183.979999999996,50183.979999999996,481,1.0,1970-01-01 00:00:00,0.0,1,San Francisco,0,-0.06851600239959366,-1,0.06914433922552998,1,-1,0.0,0.9975749849290437,0.9975749849290437
1970-01-01 00:00:00,Unknown,Unknown,50183.979999999996,MerchantF,Transfer,San Francisco,0.0,0.0,0.0,0.0,0,0,50183.979999999996,0.0,50183.979999999996,50183.979999999996,481,1.0,1970-01-01 00:00:00,0.0,1,San Francisco,0,-0.06851600239959366,-1,0.06914433922552998,1,-1,0.0,0.9975749849290437,0.9975749849290437
1970-01-01 00:00:00,Unknown,Unknown,50183.979999999996,MerchantF,Transfer,San Francisco,0.0,0.0,0.0,0.0,0,0,50183.979999999996,0.0,50183.979999999996,50183.979999999996,481,1.0,1970-01-01 00:00:00,0.0,1,San Francisco,0,-0.06851600239959366,-1,0.06914433922552998,1,-1,0.0,0.9975749849290437,0.9975749849290437
1970-01-01 00:00:00,Unknown,Unknown,50183.979999999996,MerchantF,Transfer,San Francisco,0.0,0.0,0.0,0.0,0,0,50183.979999999996,0.0,50183.979999999996,50183.979999999996,481,1.0,1970-01-01 00:00:00,0.0,1,San Francisco,0,-0.06851600239959366,-1,0.06914433922552998,1,-1,0.0,0.9975749849290437,0.9975749849290437
1970-01-01 00:00:00,Unknown,Unknown,50183.979999999996,MerchantF,Transfer,San Francisco,0.0,0.0,0.0,0.0,0,0,50183.979999999996,0.0,50183.979999999996,50183.979999999996,481,1.0,1970-01-01 00:00:00,0.0,1,San Francisco,0,-0.06851600239959366,-1,0.06914433922552998,1,-1,0.0,0.9975749849290437,0.9975749849290437
1970-01-01 00:00:00,Unknown,Unknown,50183.979999999996,MerchantF,Transfer,San Francisco,0.0,0.0,0.0,0.0,0,0,50183.979999999996,0.0,50183.979999999996,50183.979999999996,481,1.0,1970-01-01 00:00:00,0.0,1,San Francisco,0,-0.06851600239959366,-1,0.06914433922552998,1,-1,0.0,0.9975749849290437,0.9975749849290437
1970-01-01 00:00:00,Unknown,Unknown,50183.979999999996,MerchantF,Transfer,San Francisco,0.0,0.0,0.0,0.0,0,0,50183.979999999996,0.0,50183.979999999996,50183.979999999996,481,1.0,1970-01-01 00:00:00,0.0,1,San Francisco,0,-0.06851600239959366,-1,0.06914433922552998,1,-1,0.0,0.9975749849290437,0.9975749849290437
1970-01-01 00:00:00,Unknown,Unknown,50183.979999999996,MerchantF,Transfer,San Francisco,0.0,0.0,0.0,0.0,0,0,50183.979999999996,0.0,50183.979999999996,50183.979999999996,481,1.0,1970-01-01 00:00:00,0.0,1,San Francisco,0,-0.06851600239959366,-1,0.06914433922552998,1,-1,0.0,0.9975749849290437,0.9975749849290437
1970-01-01 00:00:00,Unknown,Unknown,50183.979999999996,MerchantF,Transfer,San Francisco,0.0,0.0,0.0,0.0,0,0,50183.979999999996,0.0,50183.979999999996,50183.979999999996,481,1.0,1970-01-01 00:00:00,0.0,1,San Francisco,0,-0.06851600239959366,-1,0.06914433922552998,1,-1,0.0,0.9975749849290437,0.9975749849290437
